Date,Description,Original Description,Category,Amount,Status
2022-05-27,"Dollar General","DOLLAR GENERAL #DG 2             052722",Shopping,-15.47,Posted
2022-05-27,"Smoothie King","SMOOTHIE KING - 1886             052522",Fast Food,-13.00,Posted
2022-05-27,"McDonald's","MCDONALD'S F190                  052622",Fast Food,-4.83,Posted
2022-05-27,"ParkMobile","PARKMOBILE                       052722",Parking,-2.30,Posted
2022-05-27,"Colorado State U Payroll","COLORADO STATE U payroll    ***********41-5",Paycheck,3918.14,Posted
2022-05-26,"ATM Withdrawal","PAI ISO4402 SORREL C             052622",Cash,-102.25,Posted
2022-05-26,"Rio Grande Mexican","RIO GRANDE MEXICAN R             052522",Restaurants,-70.68,Posted
2022-05-26,"Walmart","WAL-MART #45994500 W             052622",Shopping,-51.84,Posted
2022-05-26,"G Man Touring","SQ *G-MAN TOURING I              052522",Entertainment,-40.00,Posted
2022-05-26,"The Armory","TST* THE ARMORY                  052622",Alcohol Bars,-17.79,Posted
2022-05-26,"The Armory","TST* THE ARMORY                  052622",Alcohol Bars,-16.60,Posted
2022-05-26,"The Armory","TST* THE ARMORY                  052622",Alcohol Bars,-11.86,Posted
2022-05-26,"The Armory","TST* THE ARMORY                  052622",Alcohol Bars,-8.50,Posted
2022-05-26,"The Armory","TST* THE ARMORY                  052622",Alcohol Bars,-8.50,Posted
2022-05-26,"The Armory","TST* THE ARMORY                  052622",Alcohol Bars,-7.00,Posted
2022-05-26,"ParkMobile","PARKMOBILE                       052622",Parking,-3.20,Posted
2022-05-26,"ParkMobile","PARKMOBILE                       052622",Parking,-3.20,Posted
2022-05-26,"ParkMobile","PARKMOBILE                       052622",Parking,-3.20,Posted
2022-05-26,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-05-26,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********5Q8J",Paycheck,3827.84,Posted
2022-05-25,"Rsmj Rsmj","PAYPAL *RSMJ RSMJ                052422",Education,-50.00,Posted
2022-05-25,"Rsmj Rsmj","PAYPAL *RSMJ RSMJ                052422",Education,-25.00,Posted
2022-05-25,"Dollar General","DOLLAR GENERAL #DG 2             052522",Shopping,-13.72,Posted
2022-05-25,"Loaf 'N Jug","LOAF N JUG # 0811601             052522",Gas,-8.88,Posted
2022-05-25,"McDonald's","MCDONALD'S F13510                052422",Fast Food,-4.57,Posted
2022-05-25,"ParkMobile","PARKMOBILE                       052522",Parking,-3.20,Posted
2022-05-25,"ParkMobile","PARKMOBILE                       052522",Parking,-3.20,Posted
2022-05-24,"Poudre Valley Ru Web","POUDRE VALLEY RU WEB PMTS   ***********WJPJ",Utilities,-81.71,Posted
2022-05-24,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********2897",Transfer,-41.00,Posted
2022-05-24,"Murphy USA","MURPHY7494ATWAL                  052422",Gas,-37.52,Posted
2022-05-24,"The Flex Company","SP THE FLEX COMPANY              052422",Doctor,-36.00,Posted
2022-05-24,"Shebrews Coffee","SQ *SHEBREWS COFFEE              052322",Coffee Shops,-12.76,Posted
2022-05-24,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              052122",Alcohol Bars,-11.64,Posted
2022-05-24,"Apple","APPLE.COM/BILL                   052422",Entertainment,-9.98,Posted
2022-05-24,"ParkMobile","PARKMOBILE                       052422",Parking,-3.20,Posted
2022-05-23,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-05-23,"Walmart","WM SUPERCENTER #Wal-             052322",Shopping,-107.01,Posted
2022-05-23,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-100.00,Posted
2022-05-23,"HelloFresh","PP*HELLOFRESH                    052122",Groceries,-72.30,Posted
2022-05-23,"Pet Supplies Plus","PET SUPPLIES PLUS #4             052222",Pet Food Supplies,-68.63,Posted
2022-05-23,"Dollar General","DOLLAR GENERAL #DG 2             052122",Shopping,-38.60,Posted
2022-05-23,"Walmart","Wal-Mart Super Cente             052122",Shopping,-29.14,Posted
2022-05-23,"Social Fort Collin","Social - Fort Collin             052022",Restaurants,-25.05,Posted
2022-05-23,"Starbucks","STARBUCKS 800-782-72             052122",Coffee Shops,-25.00,Posted
2022-05-23,"Dollar General","DOLLAR GENERAL #DG 2             052122",Shopping,-20.30,Posted
2022-05-23,"Party City","PARTY CITY 5702924 C             052222",Shopping,-19.47,Posted
2022-05-23,"Ace Hardware","WINDSOR ACE HDWE                 052122",Home Improvement,-19.00,Posted
2022-05-23,"Netflix","Netflix.com                      052122",Television,-15.49,Posted
2022-05-23,"Dollar General","DOLLAR GENERAL #DG 2             052322",Shopping,-13.65,Posted
2022-05-23,"Shebrews Coffee","SQ *SHEBREWS COFFEE              052122",Coffee Shops,-11.95,Posted
2022-05-23,"Starbucks","STARBUCKS STORE 2620             052022",Coffee Shops,-10.14,Posted
2022-05-23,"Dollar General","DOLLAR GENERAL #DG 2             052122",Shopping,-4.92,Posted
2022-05-23,"ParkMobile","PARKMOBILE                       052122",Parking,-3.20,Posted
2022-05-23,"City of Fort Collins","CITY OF FORT COLLINS             051922",Utilities,-2.00,Posted
2022-05-20,"Walmart","Wal-Mart Super Cente             052022",Shopping,-141.12,Posted
2022-05-20,"Empire","EMPIRE 3589                      051922",Gas,-56.26,Posted
2022-05-20,"Chili Thai Windsor","Chili Thai Windsor               051822",Restaurants,-23.98,Posted
2022-05-20,"Dollar General","DOLLAR GENERAL #DG 2             052022",Shopping,-20.00,Posted
2022-05-20,"McDonald's","MCDONALD'S F190                  051922",Fast Food,-13.63,Posted
2022-05-20,"Amazon","AMZN MKTP US AMZN.CO             051922",Shopping,10.58,Posted
2022-05-20,"Colorado State U Ap Payment","Colorado State U AP Payment ***********0941",Uncategorized,500.00,Posted
2022-05-19,"Dollar General","DOLLAR GENERAL #DG 2             051922",Shopping,-34.00,Posted
2022-05-19,"Panera Bread","PANERA BREAD #202433             051822",Fast Food,-15.90,Posted
2022-05-19,"Starbucks","STARBUCKS 800-782-72             051922",Coffee Shops,-15.00,Posted
2022-05-19,"McDonald's","MCDONALD'S F13510                051822",Fast Food,-3.18,Posted
2022-05-18,"PayPal Purchase","PAYPAL           INST XFER  ***********3696",Uncategorized,-300.00,Posted
2022-05-18,"Walmart","WM SUPERC Wal-Mart S             051822",Shopping,-26.80,Posted
2022-05-18,"Starbucks","STARBUCKS 800-782-72             051822",Coffee Shops,-15.00,Posted
2022-05-18,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              051522",Alcohol Bars,-12.70,Posted
2022-05-18,"ParkMobile","PARKMOBILE                       051822",Parking,-3.20,Posted
2022-05-17,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-100.00,Posted
2022-05-17,"Bruces Tavern","BRUCES TAVERN                    051622",Alcohol Bars,-60.23,Posted
2022-05-17,"Disney+","DisneyPLUS                       051722",Television,-8.60,Posted
2022-05-17,"Tonys Restaurant","Tonys Restaurant & L             051622",Restaurants,-8.00,Posted
2022-05-17,"Dollar General","DOLLAR GENERAL #DG 2             051622",Shopping,-4.15,Posted
2022-05-17,"Google Drive","GOOGLE *Google Stora             051722",Electronics Software,-1.99,Posted
2022-05-17,"Colorado State U Aro Refund","COLORADO STATE U ARO Refund ***********4229",Uncategorized,467.61,Posted
2022-05-16,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2022-05-16,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-05-16,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-180.00,Posted
2022-05-16,"Walmart","WM SUPERCENTER #Wal-             051422",Shopping,-81.95,Posted
2022-05-16,"HelloFresh","PP*HELLOFRESH                    051422",Groceries,-72.30,Posted
2022-05-16,"Nail Bar","NAIL BAR                         051222",Personal Care,-66.00,Posted
2022-05-16,"Dollar General","DOLLAR GENERAL #DG 2             051622",Shopping,-41.98,Posted
2022-05-16,"King Soopers","KING SOOP 1520 MAIN              051422",Groceries,-41.19,Posted
2022-05-16,"Yo's","MR. YO'S LLC                     051522",Restaurants,-35.55,Posted
2022-05-16,"Adobe","PP*ADOBE INC                     051422",Electronics Software,-29.99,Posted
2022-05-16,"King Soopers","KING SOOP 1520 MAIN              051422",Groceries,-20.34,Posted
2022-05-16,"Amazon","AMZN Mktp US*1R0SR70             051522",Shopping,-17.99,Posted
2022-05-16,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              051322",Fast Food,-17.66,Posted
2022-05-16,"Dollar General","DOLLAR GENERAL #DG 2             051622",Shopping,-16.57,Posted
2022-05-16,"Apple","APPLE.COM/BILL                   051522",Entertainment,-15.99,Posted
2022-05-16,"Amazon","Amazon.com*1R6EK80F1             051522",Shopping,-11.64,Posted
2022-05-16,"Google Drive","GOOGLE *Google Stora             051522",Electronics Software,-9.99,Posted
2022-05-16,"Starbucks","STARBUCKS STORE 2620             051522",Coffee Shops,-7.74,Posted
2022-05-16,"Dollar General","DOLLAR GENERAL #DG 2             051522",Shopping,-4.18,Posted
2022-05-13,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-280.00,Posted
2022-05-13,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-100.00,Posted
2022-05-13,"ATM Withdrawal","PAI ISO4402 SORREL C             051322",Cash,-82.25,Posted
2022-05-13,"ATM Withdrawal","PAI ISO4402 SORREL C             051322",Cash,-22.25,Posted
2022-05-13,"Dollar General","DOLLAR GENERAL #DG 2             051322",Shopping,-18.56,Posted
2022-05-13,"Square Alleycat Cafe","SQ *ALLEYCAT CAFE'               051222",Restaurants,-14.89,Posted
2022-05-13,"Taco Bell","TACO BELL 036116                 051222",Fast Food,-12.02,Posted
2022-05-13,"Hackmd Io","HACKMD.IO                        051322",Electronics Software,-4.00,Posted
2022-05-13,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-05-13,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-05-12,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-05-12,"Costco","COSTCO WHSE #1178                051222",Shopping,-247.37,Posted
2022-05-12,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-05-12,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 051122",Fast Food,-10.14,Posted
2022-05-12,"Starbucks","STARBUCKS 800-782-72             051222",Coffee Shops,-10.00,Posted
2022-05-12,"ParkMobile","PARKMOBILE                       051222",Parking,-3.20,Posted
2022-05-12,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********2Q8J",Paycheck,3827.85,Posted
2022-05-11,"A&W","KFC/AW #430                      051022",Fast Food,-6.82,Posted
2022-05-10,"Xpress W 4th","74 XPRESS325 W 4TH A             051022",Gas,-59.50,Posted
2022-05-10,"Dollar General","DOLLAR GENERAL #DG 2             051022",Shopping,-10.96,Posted
2022-05-10,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 050922",Fast Food,-10.67,Posted
2022-05-10,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              051022",Fast Food,-10.17,Posted
2022-05-10,"ParkMobile","PARKMOBILE                       051022",Parking,-3.20,Posted
2022-05-10,"ParkMobile","PARKMOBILE                       051022",Parking,-3.20,Posted
2022-05-09,"HelloFresh","PP*HELLOFRESH                    050722",Groceries,-72.30,Posted
2022-05-09,"Apple","APPLE.COM/BILL                   050722",Entertainment,-69.99,Posted
2022-05-09,"Starbucks","STARBUCKS STORE 2620             050822",Coffee Shops,-23.79,Posted
2022-05-09,"Dollar General","DOLLAR GENERAL #DG 2             050922",Shopping,-21.18,Posted
2022-05-09,"Square New Belgium Brew","SQ *NEW BELGIUM BREW             050722",Restaurants,-18.00,Posted
2022-05-09,"Panda Express","PANDA EXPRESS #3403              050722",Fast Food,-13.82,Posted
2022-05-09,"Square New Belgium Brew","SQ *NEW BELGIUM BREW             050722",Restaurants,-7.00,Posted
2022-05-09,"ParkMobile","PARKMOBILE                       050922",Parking,-3.20,Posted
2022-05-06,"USAA Credit Card Cash Advance","CC ADVANCE - USAA.COM",Transfer,500.00,Posted
2022-05-06,"Overdraft Credit Card Advance","OD CC ADVANCE",Finance Charge,100.00,Posted
2022-05-06,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,60.00,Posted
2022-05-05,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1879.35,Posted
2022-05-05,"Starbucks","STARBUCKS 800-782-72             050522",Coffee Shops,-15.00,Posted
2022-05-05,"Spotify","SPOTIFY                          050522",Music,-10.67,Posted
2022-05-05,"ParkMobile","PARKMOBILE                       050522",Parking,-3.20,Posted
2022-05-05,"ParkMobile","PARKMOBILE                       050522",Parking,-3.20,Posted
2022-05-05,"ParkMobile","PARKMOBILE                       050522",Parking,-3.20,Posted
2022-05-05,"ParkMobile","PARKMOBILE                       050522",Parking,-2.40,Posted
2022-05-04,"Hulu","HLU*Hulu 28024944041             050422",Television,-7.52,Posted
2022-05-04,"ParkMobile","PARKMOBILE                       050422",Parking,-3.20,Posted
2022-05-04,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,1700.00,Posted
2022-05-03,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-50.00,Posted
2022-05-03,"ATM Withdrawal","PAI ISO4402 SORREL C             050322",Cash,-62.25,Posted
2022-05-03,"Panera Bread","PANERA BREAD #202433             050222",Fast Food,-24.01,Posted
2022-05-03,"Starbucks","STARBUCKS STORE 2620             050222",Coffee Shops,-15.47,Posted
2022-05-03,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 050222",Fast Food,-10.67,Posted
2022-05-03,"Apple","APPLE.COM/BILL                   050322",Entertainment,-10.37,Posted
2022-05-03,"Dollar General","DOLLAR GENERAL #DG 2             050322",Shopping,-6.73,Posted
2022-05-03,"Apple","APPLE.COM/BILL                   050322",Entertainment,-2.99,Posted
2022-05-03,"ParkMobile","PARKMOBILE                       050322",Parking,-2.20,Posted
2022-05-03,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-05-03,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,50.82,Posted
2022-05-02,"AT&T","ATT              Payment    ***********PAYV",Utilities,-197.79,Posted
2022-05-02,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-2200.00,Posted
2022-05-02,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-500.00,Posted
2022-05-02,"USAA Insurance Payment","USAA INSURANCE PAYMENT",Financial,-242.29,Posted
2022-05-02,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-05-02,"Amazon","AMZN Mktp US*1Q37F3G             050122",Shopping,-86.14,Posted
2022-05-02,"Walmart","WM SUPERCENTER #Wal-             050122",Shopping,-75.65,Posted
2022-05-02,"HelloFresh","PP*HELLOFRESH                    043022",Groceries,-72.30,Posted
2022-05-02,"Amazon Web Services","Amazon web services              050222",Hosting,-55.23,Posted
2022-05-02,"Union","UNION                            042922",Restaurants,-53.99,Posted
2022-05-02,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-50.00,Posted
2022-05-02,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-50.00,Posted
2022-05-02,"King Soopers","KING SOOP 2325 S. CO             050222",Groceries,-30.19,Posted
2022-05-02,"SiriusXM","SXM*SIRIUSXM.COM/ACC             050222",Music,-30.04,Posted
2022-05-02,"Panda Express","PANDA EXPRESS #3403              042922",Fast Food,-26.57,Posted
2022-05-02,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              043022",Fast Food,-22.16,Posted
2022-05-02,"Sally Beauty","SALLY BEAUTY #38 284             050122",Personal Care,-19.16,Posted
2022-05-02,"Starbucks","STARBUCKS STORE 2620             042922",Coffee Shops,-17.61,Posted
2022-05-02,"Apple","APPLE.COM/BILL                   050122",Entertainment,-15.99,Posted
2022-05-02,"Apple","APPLE.COM/BILL                   050122",Entertainment,-15.57,Posted
2022-05-02,"Square Poeme Macarons","SQ *POEME MACARONS               050122",Groceries,-15.16,Posted
2022-05-02,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-15.00,Posted
2022-05-02,"FreshBooks","FRESHBOOKS                       043022",Business Services,-15.00,Posted
2022-05-02,"Starbucks","STARBUCKS STORE 2620             050122",Coffee Shops,-7.74,Posted
2022-05-02,"Csu Sweet Temptation","CSU SWEET TEMPTATION             042922",Fast Food,-7.52,Posted
2022-05-02,"Starbucks","STARBUCKS STORE 2620             050122",Coffee Shops,-7.42,Posted
2022-05-02,"Docker Inv a Ba","DOCKER:INV-A0BA88A4-             050122",Internet,-7.00,Posted
2022-05-02,"ParkMobile","PARKMOBILE                       050222",Parking,-3.20,Posted
2022-05-02,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,500.00,Posted
2022-04-29,"PayPal Purchase","PAYPAL           INST XFER  ***********3601",Uncategorized,-174.00,Posted
2022-04-29,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-29.00,Posted
2022-04-29,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-04-29,"Walmart","Wal-Mart Super Cente             042922",Shopping,-282.89,Posted
2022-04-29,"Csfff","PAYPAL *CSFFF                    042822",Gifts Donations,-100.00,Posted
2022-04-29,"Xbox Game Pass Ultimate","Microsoft*Ultimate 1             042922",Entertainment,-16.23,Posted
2022-04-29,"Walmart","WAL-MART #4599                   042922",Shopping,-7.40,Posted
2022-04-29,"Csu Sweet Temptation","CSU SWEET TEMPTATION             042822",Fast Food,-6.77,Posted
2022-04-29,"ParkMobile","PARKMOBILE                       042922",Parking,-3.20,Posted
2022-04-29,"Csu Sweet Temptation","CSU SWEET TEMPTATION             042822",Fast Food,-2.00,Posted
2022-04-29,"ParkMobile","PARKMOBILE                       042922",Parking,-2.00,Posted
2022-04-28,"ATM Withdrawal","PAI ISO4402 SORREL C             042822",Cash,-62.25,Posted
2022-04-28,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-04-28,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********5Q8J",Paycheck,3827.84,Posted
2022-04-28,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,1728.14,Posted
2022-04-25,"HelloFresh","PP*HELLOFRESH                    042322",Groceries,-72.30,Posted
2022-04-25,"Apple","APPLE.COM/BILL                   042222",Entertainment,-10.37,Posted
2022-04-25,"ParkMobile","PARKMOBILE                       042322",Parking,-3.20,Posted
2022-04-25,"Csu Sweet Temptation","CSU SWEET TEMPTATION             042222",Fast Food,-3.18,Posted
2022-04-22,"Dollar General","DOLLAR GENERAL #DG 2             042222",Shopping,-18.25,Posted
2022-04-22,"Raising Cane's","RAISING CANE'S #324              042222",Fast Food,-10.31,Posted
2022-04-22,"Csu Parking","CSU PARKING                      042122",Parking,-4.00,Posted
2022-04-21,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-04-21,"Netflix","Netflix.com                      042122",Television,-15.49,Posted
2022-04-21,"Starbucks","STARBUCKS 800-782-72             042022",Coffee Shops,-10.00,Posted
2022-04-20,"ParkMobile","PARKMOBILE                       042022",Parking,-3.20,Posted
2022-04-19,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********6696",Transfer,-41.00,Posted
2022-04-19,"Square Coffee House 29","SQ *COFFEE HOUSE 29              041922",Fast Food,-16.22,Posted
2022-04-19,"Csu Sweet Temptation","CSU SWEET TEMPTATION             041822",Fast Food,-7.08,Posted
2022-04-18,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2022-04-18,"USAA Insurance Payment","USAA INSURANCE PAYMENT",Financial,-516.46,Posted
2022-04-18,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-280.00,Posted
2022-04-18,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-04-18,"Lowe's","LOWE'S #26974227 COR             041822",Home Improvement,-144.39,Posted
2022-04-18,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-100.00,Posted
2022-04-18,"The Honest Company","THE HONEST COMPANY,              041522",Shopping,-84.67,Posted
2022-04-18,"HelloFresh","PP*HELLOFRESH                    041622",Groceries,-72.30,Posted
2022-04-18,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-60.00,Posted
2022-04-18,"Murphy USA","MURPHY7494ATWAL                  041722",Gas,-50.75,Posted
2022-04-18,"Lowe's","LOWE'S #26974227 COR             041822",Home Improvement,-47.67,Posted
2022-04-18,"HelloFresh","PP*HELLOFRESH                    041622",Groceries,-20.79,Posted
2022-04-18,"Apple","APPLE.COM/BILL                   041722",Entertainment,-20.74,Posted
2022-04-18,"Dollar General","DOLLAR GENERAL #DG 2             041822",Shopping,-17.31,Posted
2022-04-18,"Walmart","Wal-Mart Super Cente             041822",Shopping,-16.40,Posted
2022-04-18,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-15.00,Posted
2022-04-18,"Dollar General","DOLLAR GENERAL #DG 2             041822",Shopping,-12.03,Posted
2022-04-18,"Amazon Web Services","Amazon web services              041622",Hosting,-12.00,Posted
2022-04-18,"Disney+","DisneyPLUS                       041722",Television,-8.60,Posted
2022-04-18,"Lowe's","LOWE'S #2697                     041822",Home Improvement,-4.09,Posted
2022-04-18,"Dollar General","DOLLAR GENERAL #DG 2             041522",Shopping,-3.61,Posted
2022-04-18,"ParkMobile","PARKMOBILE                       041622",Parking,-3.20,Posted
2022-04-18,"ParkMobile","PARKMOBILE                       041622",Parking,-3.20,Posted
2022-04-18,"ParkMobile","PARKMOBILE                       041822",Parking,-3.20,Posted
2022-04-18,"Google Drive","GOOGLE *Google Stora             041722",Electronics Software,-1.99,Posted
2022-04-15,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********9SI2",Credit Card Payment,-350.00,Posted
2022-04-15,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********VFU1",Credit Card Payment,-120.00,Posted
2022-04-15,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-04-15,"Walmart","WAL-MART #45994500 W             041422",Shopping,-231.62,Posted
2022-04-15,"Sport Clips","SPORT CLIPS - CO301              041422",Hair,-34.00,Posted
2022-04-15,"Starbucks","STARBUCKS 800-782-72             041422",Coffee Shops,-25.00,Posted
2022-04-15,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              041522",Fast Food,-21.31,Posted
2022-04-15,"Dollar General","DOLLAR GENERAL #DG 2             041522",Shopping,-18.97,Posted
2022-04-15,"Dollar General","DOLLAR GENERAL #DG 2             041522",Shopping,-14.37,Posted
2022-04-15,"Csu Lake Street Mark","CSU LAKE STREET MARK             041422",Fast Food,-10.51,Posted
2022-04-15,"Google Drive","GOOGLE *Google Stora             041522",Electronics Software,-9.99,Posted
2022-04-14,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-04-14,"Adobe","PP*ADOBE INC                     041422",Electronics Software,-29.99,Posted
2022-04-14,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********7Q8J",Paycheck,3827.84,Posted
2022-04-13,"North Wel","WM OF CO - NORTH WEL             041222",Utilities,-87.72,Posted
2022-04-13,"Yo's","MR. YO'S LLC                     041222",Restaurants,-23.20,Posted
2022-04-13,"Torchys Colli","044 TORCHYS FT COLLI             041222",Restaurants,-9.00,Posted
2022-04-13,"Dollar General","DOLLAR GENERAL #DG 2             041222",Shopping,-8.87,Posted
2022-04-13,"Hackmd Io","HACKMD.IO                        041322",Electronics Software,-4.00,Posted
2022-04-13,"ParkMobile","PARKMOBILE                       041322",Parking,-3.20,Posted
2022-04-12,"Transfer to Venmo","VENMO            PAYMENT    ***********6615",Transfer,-160.00,Posted
2022-04-12,"Pet Supplies Plus","PET SUPPLIES PLUS #4             041222",Pet Food Supplies,-66.03,Posted
2022-04-12,"Amazinglash","AMAZINGLASH0408                  041122",Spa Massage,-50.00,Posted
2022-04-12,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              041122",Fast Food,-15.90,Posted
2022-04-12,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              041222",Fast Food,-13.93,Posted
2022-04-11,"Walmart","WAL-MART #45994500 W             040922",Shopping,-221.36,Posted
2022-04-11,"PayPal Transfer","PAYPAL                           041122",Transfer,-103.20,Posted
2022-04-11,"BJ's Restaurant","BJ'S RESTAURANTS 539             040822",Restaurants,-79.46,Posted
2022-04-11,"HelloFresh","PP*HELLOFRESH                    040922",Groceries,-72.30,Posted
2022-04-11,"Walmart","WM SUPERCENTER #Wal-             041022",Shopping,-66.49,Posted
2022-04-11,"Apple","APPLE.COM/BILL                   041122",Entertainment,-23.85,Posted
2022-04-11,"King Soopers","KING SOOP 2712 11TH              041122",Groceries,-23.36,Posted
2022-04-11,"Once Upon a Child","ONCE UPON A CHLD#204             040822",Kids,-19.90,Posted
2022-04-11,"Starbucks","STARBUCKS STORE 2620             040822",Coffee Shops,-18.62,Posted
2022-04-11,"Smoothie King","SMOOTHIE KING - 1886             040822",Fast Food,-10.54,Posted
2022-04-11,"HelloFresh","PP*HELLOFRESH                    040922",Groceries,-8.30,Posted
2022-04-11,"ParkMobile","PARKMOBILE                       040922",Parking,-3.20,Posted
2022-04-08,"Bohemian Nights","BOHEMIAN NIGHTS, LLC             040722",Entertainment,-68.44,Posted
2022-04-08,"Murphy USA","MURPHY7494ATWAL                  040822",Gas,-34.76,Posted
2022-04-08,"Starbucks","STARBUCKS STORE 2620             040722",Coffee Shops,-25.39,Posted
2022-04-08,"Apple","APPLE.COM/BILL                   040822",Entertainment,-12.51,Posted
2022-04-07,"ExpressToll","E 470 EXPRESS TOLLS              040622",Auto Transport,-75.20,Posted
2022-04-07,"Se Fronta","P379031651 SE FRONTA             040722",Cash,-63.50,Posted
2022-04-07,"Chili Thai Windsor","Chili Thai Windsor               040522",Restaurants,-58.78,Posted
2022-04-07,"Maverik","MAVERIK #520651 S. E             040722",Gas,-52.69,Posted
2022-04-07,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008                 040622",Fast Food,-19.00,Posted
2022-04-07,"Dollar General","DOLLAR GENERAL #DG 2             040722",Shopping,-14.81,Posted
2022-04-07,"McDonald's","MCDONALD'S F190                  040622",Fast Food,-11.48,Posted
2022-04-07,"Dollar General","DOLLAR GENERAL #DG 2             040722",Shopping,-3.86,Posted
2022-04-07,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-3.00,Posted
2022-04-07,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.50,Posted
2022-04-07,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,293.00,Posted
2022-04-07,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,63.00,Posted
2022-04-06,"Starbucks","STARBUCKS 800-782-72             040622",Coffee Shops,-25.00,Posted
2022-04-06,"Square Shebrews Coffee","SQ *SHEBREWS COFFEE              040622",Fast Food,-21.80,Posted
2022-04-06,"Dollar General","DOLLAR GENERAL #DG 2             040522",Shopping,-13.40,Posted
2022-04-06,"ParkMobile","PARKMOBILE                       040622",Parking,-3.20,Posted
2022-04-06,"Civic Center Parking","CIVIC CENTER PARKING             040422",Parking,-2.00,Posted
2022-04-05,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1648.89,Posted
